?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/GO_0007097>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nuclear positioning"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000517>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"behavior variant"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000517>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"behavior abnormal"	
<http://purl.obolibrary.org/obo/GO_0051294>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"spindle orientation"	
<http://purl.obolibrary.org/obo/GO_0051294>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"orienting of spindle"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000625>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"synapse development variant"	
<http://purl.obolibrary.org/obo/GO_0007411>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"axon pathfinding"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000861>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"body wall muscle development abnormal"	
<http://purl.obolibrary.org/obo/GO_0043652>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"engulfment of apoptotic cell corpse"	
<http://purl.obolibrary.org/obo/GO_0043652>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"engulfment of cell corpse"	
<http://purl.obolibrary.org/obo/GO_0005794>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Golgi complex"	
<http://purl.obolibrary.org/obo/GO_0046785>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"microtubule assembly"	
<http://purl.obolibrary.org/obo/GO_0042428>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"serotonin metabolism"	
<http://purl.obolibrary.org/obo/GO_0030104>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of osmotic pressure"	
<http://purl.obolibrary.org/obo/GO_0006935>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"taxis in response to chemical stimulus"	
<http://purl.obolibrary.org/obo/GO_0098793>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"presynaptic terminal"	
<http://purl.obolibrary.org/obo/GO_0043052>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"taxis in response to temperature stimulus"	
<http://purl.obolibrary.org/obo/GO_0007281>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"germ-cell development"	
<http://purl.obolibrary.org/obo/GO_0034059>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"response to anoxic stress"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000153>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"body wall contraction variant"	
<http://purl.obolibrary.org/obo/GO_0031573>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"intra-S DNA damage checkpoint"	
<http://purl.obolibrary.org/obo/GO_0031573>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mitotic intra-S DNA damage checkpoint"	
<http://purl.obolibrary.org/obo/GO_0031573>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"signal transduction involved in intra-S DNA damage checkpoint"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000209>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"posterior body wall shortened interval"	
<http://purl.obolibrary.org/obo/GO_0042133>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"neurotransmitter metabolism"	
<http://purl.obolibrary.org/obo/GO_0005770>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"prevacuolar compartment"	
<http://purl.obolibrary.org/obo/GO_0034976>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"response to ER stress"	
<http://purl.obolibrary.org/obo/GO_0034976>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cellular response to endoplasmic reticulum stress"	
<http://purl.obolibrary.org/obo/GO_0034976>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ER stress response"	
<http://purl.obolibrary.org/obo/GO_0072347>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"response to anaesthetic"	
<http://purl.obolibrary.org/obo/GO_0009629>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"response to gravitational stimulus"	
<http://purl.obolibrary.org/obo/GO_0032940>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cellular secretion"	
<http://purl.obolibrary.org/obo/GO_0071028>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nuclear aberrant mRNA catabolic process"	
<http://purl.obolibrary.org/obo/GO_0071028>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nuclear mRNA quality control"	
<http://purl.obolibrary.org/obo/GO_0010165>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"response to X-ray radiation stimulus"	
<http://purl.obolibrary.org/obo/GO_0009266>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"response to thermal stimulus"	
<http://purl.obolibrary.org/obo/GO_0007549>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"sex chromosome dosage compensation"	
<http://purl.obolibrary.org/obo/GO_0070265>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cellular necrosis"	
<http://purl.obolibrary.org/obo/GO_0044819>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mitotic G1/S transition checkpoint"	
<http://purl.obolibrary.org/obo/GO_0071470>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cellular osmotic response"	
<http://purl.obolibrary.org/obo/GO_0071470>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cellular osmotic stress response"	
<http://purl.obolibrary.org/obo/GO_0035825>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"interstrand DNA recombination"	
<http://purl.obolibrary.org/obo/GO_0035825>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"interchromosomal DNA recombination"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000736>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"autophagy abnormal"	
<http://purl.obolibrary.org/obo/GO_0030534>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"adult behaviour"	
<http://purl.obolibrary.org/obo/GO_0030534>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"adult behavioral response to stimulus"	
<http://purl.obolibrary.org/obo/GO_0030534>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"adult behavioural response to stimulus"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000186>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"oocyte germ cell differentiation abnormal"	
<http://purl.obolibrary.org/obo/GO_1904145>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of meiotic cell cycle process involved in oocyte maturation"	
<http://purl.obolibrary.org/obo/GO_1904145>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of meiotic cell cycle process involved in oocyte maturation"	
<http://purl.obolibrary.org/obo/GO_1904145>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of meiotic cell cycle process involved in oocyte maturation"	
<http://purl.obolibrary.org/obo/GO_0035882>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"defecation motor program"	
<http://purl.obolibrary.org/obo/GO_0035882>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"DMP"	
<http://purl.obolibrary.org/obo/GO_0035882>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"defecation cycle"	
<http://purl.obolibrary.org/obo/GO_0007051>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"spindle organisation"	
<http://purl.obolibrary.org/obo/WBPhenotype_0002563>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"neuron physiology variant"	
<http://purl.obolibrary.org/obo/WBPhenotype_0002563>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"neuron physiology abnormal"	
<http://purl.obolibrary.org/obo/GO_0005884>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"microfilament"	
<http://purl.obolibrary.org/obo/GO_0045087>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"innate immunity"	
<http://purl.obolibrary.org/obo/GO_0045087>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nonspecific immune response"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of lysosomal protein catabolic process"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of cellular protein degradation in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of cellular protein catabolic process in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of cellular protein catabolic process in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of cellular protein catabolic process in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of cellular protein breakdown in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of cellular protein degradation in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of cellular protein degradation in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of cellular protein catabolic process in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of cellular protein catabolism in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of lysosomal protein catabolism"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of cellular protein breakdown in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of cellular protein breakdown in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of cellular protein breakdown in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of lysosomal protein catabolism"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of cellular protein degradation in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of lysosomal protein degradation"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of lysosomal protein catabolism"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of lysosomal protein degradation"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of lysosomal protein catabolic process"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of cellular protein catabolism in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of lysosomal protein catabolic process"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of lysosomal protein degradation"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of lysosomal protein catabolism"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of lysosomal protein degradation"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of cellular protein catabolism in lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of cellular protein catabolism in lysosome"	
<http://purl.obolibrary.org/obo/GO_0072665>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"protein localisation to vacuole"	
<http://purl.obolibrary.org/obo/GO_1905638>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of mitochondrial mRNA catabolic process"	
<http://purl.obolibrary.org/obo/GO_1905638>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of mitochondrial mRNA catabolic process"	
<http://purl.obolibrary.org/obo/GO_1905638>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of mitochondrial mRNA catabolic process"	
<http://purl.obolibrary.org/obo/GO_0070201>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of establishment of protein localisation"	
<http://purl.obolibrary.org/obo/GO_0032102>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of response to external stimulus"	
<http://purl.obolibrary.org/obo/GO_0032102>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of response to external stimulus"	
<http://purl.obolibrary.org/obo/GO_0032102>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of response to external stimulus"	
<http://purl.obolibrary.org/obo/GO_0031114>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of microtubule disassembly"	
<http://purl.obolibrary.org/obo/GO_0017148>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of protein biosynthesis"	
<http://purl.obolibrary.org/obo/GO_0017148>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of protein anabolism"	
<http://purl.obolibrary.org/obo/GO_0017148>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of protein synthesis"	
<http://purl.obolibrary.org/obo/GO_0017148>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of protein biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0017148>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of protein biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0017148>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of protein formation"	
<http://purl.obolibrary.org/obo/GO_0017148>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of protein biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0017148>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of protein biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0019439>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"aromatic compound degradation"	
<http://purl.obolibrary.org/obo/GO_0019439>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"aromatic compound catabolism"	
<http://purl.obolibrary.org/obo/GO_0019439>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"aromatic compound breakdown"	
<http://purl.obolibrary.org/obo/GO_2001251>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of chromosome organisation"	
<http://purl.obolibrary.org/obo/GO_0023061>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"signal secretion"	
<http://purl.obolibrary.org/obo/GO_0045932>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of muscle contraction"	
<http://purl.obolibrary.org/obo/GO_0045932>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of muscle contraction"	
<http://purl.obolibrary.org/obo/GO_0045932>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of muscle contraction"	
<http://purl.obolibrary.org/obo/GO_0035437>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"maintenance of protein location in ER"	
<http://purl.obolibrary.org/obo/GO_0035437>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"retention of protein in endoplasmic reticulum"	
<http://purl.obolibrary.org/obo/GO_0035437>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"protein-ER retention"	
<http://purl.obolibrary.org/obo/GO_0035437>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"maintenance of protein localisation in endoplasmic reticulum"	
<http://purl.obolibrary.org/obo/GO_0035437>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"protein-endoplasmic reticulum retention"	
<http://purl.obolibrary.org/obo/GO_0035437>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"retention of protein in ER"	
<http://purl.obolibrary.org/obo/GO_0035437>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"maintenance of protein localization in ER"	
<http://purl.obolibrary.org/obo/GO_0035437>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"maintenance of protein location in endoplasmic reticulum"	
<http://purl.obolibrary.org/obo/GO_1905082>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of mitochondrial translation elongation"	
<http://purl.obolibrary.org/obo/GO_0033043>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of organelle organisation"	
<http://purl.obolibrary.org/obo/GO_1905910>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of dauer entry"	
<http://purl.obolibrary.org/obo/GO_1905910>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of dauer entry"	
<http://purl.obolibrary.org/obo/GO_1905910>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of nematode entry into dormancy"	
<http://purl.obolibrary.org/obo/GO_1905910>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of dauer entry"	
<http://purl.obolibrary.org/obo/GO_1905910>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of nematode entry into dormancy"	
<http://purl.obolibrary.org/obo/GO_1905910>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of nematode entry into dormancy"	
<http://purl.obolibrary.org/obo/GO_1905910>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of nematode entry into dormancy"	
<http://purl.obolibrary.org/obo/GO_0061523>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cilium resorption"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of RNA biosynthesis"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of RNA synthesis"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of RNA synthesis"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of RNA biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of RNA anabolism"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of RNA biosynthesis"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of RNA biosynthesis"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of RNA biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of RNA formation"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of RNA biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of RNA formation"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of RNA synthesis"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of RNA anabolism"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of RNA anabolism"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of RNA formation"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of RNA biosynthesis"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of RNA anabolism"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of RNA formation"	
<http://purl.obolibrary.org/obo/GO_1902679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of RNA synthesis"	
<http://purl.obolibrary.org/obo/GO_0045835>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of meiosis"	
<http://purl.obolibrary.org/obo/GO_0045835>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of meiosis"	
<http://purl.obolibrary.org/obo/GO_0045835>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of meiosis"	
<http://purl.obolibrary.org/obo/GO_0045835>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of meiosis"	
<http://purl.obolibrary.org/obo/GO_2001244>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of intrinsic apoptotic pathway"	
<http://purl.obolibrary.org/obo/GO_2001244>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of intrinsic apoptotic signalling pathway"	
<http://purl.obolibrary.org/obo/GO_2001244>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of mitochondrial-mediated apoptotic pathway"	
<http://purl.obolibrary.org/obo/GO_0040001>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"establishment of mitotic spindle localisation"	
<http://purl.obolibrary.org/obo/GO_0040001>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"spindle positioning involved in mitotic cell cycle"	
<http://purl.obolibrary.org/obo/GO_0040001>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mitotic spindle positioning or orientation"	
<http://purl.obolibrary.org/obo/GO_0040001>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mitotic spindle positioning"	
<http://purl.obolibrary.org/obo/GO_0050921>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of chemotaxis"	
<http://purl.obolibrary.org/obo/GO_0050921>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of chemotaxis"	
<http://purl.obolibrary.org/obo/GO_0050921>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of chemotaxis"	
<http://purl.obolibrary.org/obo/GO_0000956>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nuclear mRNA degradation"	
<http://purl.obolibrary.org/obo/GO_0000956>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nuclear mRNA catabolism"	
<http://purl.obolibrary.org/obo/GO_0000956>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nuclear mRNA breakdown"	
<http://purl.obolibrary.org/obo/GO_1905939>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of gonadogenesis"	
<http://purl.obolibrary.org/obo/GO_1901879>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of protein polymer breakdown"	
<http://purl.obolibrary.org/obo/GO_1901879>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of protein polymer degradation"	
<http://purl.obolibrary.org/obo/GO_1901879>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of protein polymer catabolism"	
<http://purl.obolibrary.org/obo/GO_1901879>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of protein polymer catabolic process"	
<http://purl.obolibrary.org/obo/GO_0048523>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of cellular process"	
<http://purl.obolibrary.org/obo/GO_0048523>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of cellular process"	
<http://purl.obolibrary.org/obo/GO_0048523>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of cellular process"	
<http://purl.obolibrary.org/obo/GO_0048523>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of cellular physiological process"	
<http://purl.obolibrary.org/obo/GO_0000281>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cytokinesis after mitosis"	
<http://purl.obolibrary.org/obo/GO_1901161>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary amino compound catabolism"	
<http://purl.obolibrary.org/obo/GO_1901161>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary amino compound breakdown"	
<http://purl.obolibrary.org/obo/GO_1901161>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"primary amino compound degradation"	
<http://purl.obolibrary.org/obo/GO_0030990>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"intraflagellar transport particle"	
<http://purl.obolibrary.org/obo/GO_0030990>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"intraflagellar transport complex"	
<http://purl.obolibrary.org/obo/GO_0032880>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of protein localisation"	
<http://purl.obolibrary.org/obo/GO_0032880>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of cellular protein localisation"	
<http://purl.obolibrary.org/obo/GO_0032880>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of cellular protein localization"	
<http://purl.obolibrary.org/obo/GO_0032388>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of intracellular transport"	
<http://purl.obolibrary.org/obo/GO_0032388>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of intracellular transport"	
<http://purl.obolibrary.org/obo/GO_0032388>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of intracellular transport"	
<http://purl.obolibrary.org/obo/GO_1902100>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of metaphase/anaphase transition of cell cycle"	
